いりょう	医療	3190
いりょうきかん	医療機関	4442
いりょく	威力	4470
いろいろ	色々	3066
いわ	岩	4428
いわかん	違和感	4230
いわく	曰く	4006
いわずもがな	言わずもがな	4368
いん	イン	3885
いんさつ	印刷	3765
いんしょう	印象	3399
いんしょうてき	印象的	4426
いんしょく	飲食	4184
いんしょくてん	飲食店	4392
いんすとーる	インストール	3751
いんたい	引退	4204
いんたびゅー	インタビュー	3944
いんたーねっと	インターネット	3708
いんてりあ	インテリア	4118
いんぱくと	インパクト	4441
いんふら	インフラ	4398
いんよう	引用	3966
ういるす	ウイルス	3996
うぇぶさいと	ウェブサイト	4080
うきうき	ウキウキ	4340
うけつけ	受付	3580
うごき	動き	3800
うしろ	後ろ	4020
うしろ	後	4272
うすめ	薄め	4335
うそ	嘘	4197
うた	歌	3875
うたて	転	4401
うち	中	4498
うちゅう	宇宙	4095
うつ	鬱	4277
うつくしさ	美しさ	4280
うで	腕	4252
うま	馬	4170
うみ	海	4022
うむ	有無	4201
うら	裏	3895
うらない	占い	4352
うらはら	裏腹	4379
うりあげ	売上	4067
うりきれ	売り切れ	4159
うわき	浮気	4487
うわさ	噂	4067
うん	運	4117
うんえい	運営	3264
うんこう	運行	4229
うんてん	運転	3434
うんどう	運動	3483
うんめい	運命	4255
うんよう	運用	3498
えあ	エア	4446
えあこん	エアコン	4224
えいえん	永遠	3435
えいが	映画	3208
えいきょう	影響	3049
えいぎょう	営業	3259
えいご	英語	3305
えいせい	衛生	4246
えいぞう	映像	3662
えいちぴー	HP	4027
えいよう	栄養	4061
えがお	笑顔	3898
えきまえ	駅前	4461
えこ	エコ	4329
えすぴー	SP	4490
えだ	枝	4448
えつらん	閲覧	3787
えて	得て	2799
えねるぎー	エネルギー	3780
えぴそーど	エピソード	4050
えほん	絵本	4337
えらび	選び	4456
えらびかた	選び方	4197
えらー	エラー	3953
えりあ	エリア	3580
えるいーでぃー	LED	4321
えれがんと	エレガント	3895
えろ	エロ	4368
えん	苑	4452
えん	塩	4464
えん	円	4492
えんえんと	延々と	3902
えんかつ	円滑	3614
えんぎ	演技	4045
えんしゅつ	演出	3677
えんしょう	炎症	4331
えんじにあ	エンジニア	4141
えんじん	エンジン	3796
えんそう	演奏	3648
えんちょう	延長	4053
えんとり	エントリ	4462
えんとりー	エントリー	4388
えんど	エンド	4454
えんまん	円満	4488
えんりょ	遠慮	4110
えーじぇんと	エージェント	4196
えーす	エース	4496
おいる	オイル	3976
おいわい	お祝い	4300
おうえん	応援	3286
おうおうにして	往々にして	4471
おうせい	旺盛	4014
おうだん	横断	4491
おうとう	応答	4318
おうとつ	凹凸	4025
おうふく	往復	4487
おうぼ	応募	3521
おうよう	応用	4098
おおいに	大いに	3271
おおがた	大型	3971
おおきめ	大きめ	4234
おおく	多く	1952
おおくのほう	多くの方	3693
おおくり	お送り	4109
おおげさ	大げさ	4257
おおさじ	大さじ	4374
おおて	大手	4128
おおはば	大幅	3017
おおまか	大まか	4023
おおむね	概ね	3551
おおめ	多め	4270
おかあさん	お母さん	4265
おかし	お菓子	4128
おかね	お金	3631
おきにいり	お気に入り	2843
おきゃく	お客	3818
おきゃくさま	お客様	3074
おく	奥	4185
おくがい	屋外	4419
おこさま	お子様	4222
おこさん	お子さん	4313
おこし	お越し	4014
おこたえ	お答え	4403
おことわり	お断り	4311
おさけ	お酒	4167
おしくも	惜しくも	4068
おしごと	お仕事	4344
おして	押して	2848
おしゃれ	オシャレ	3440
おしゃれ	お洒落	3976
おしらせ	お知らせ	3272
おすすめ	オススメ	3634
おすまい	お住まい	4383
おせわ	お世話	3929
おせん	汚染	4436
おそらく	恐らく	3327
おたがい	お互い	2896
おたがいに	お互いに	3244
おだやか	穏やか	3256
おちゃ	お茶	4112
おっと	夫	3830
おつかい	お使い	4181
おつたえ	お伝え	3814
おてつだい	お手伝い	4349
おでかけ	お出かけ	4403
おでんわ	お電話	4011
おとうと	弟	4353
おとこ	男	3577
おとこのこ	男の子	4460
おととし	一昨年	4296
おとどけ	お届け	3648
おとな	大人	3589
おなか	お腹	4120
おなじく	同じく	2783
おに	鬼	4125
おねがい	お願い	2766
おねがいします	お願いします	3583
おのおの	各々	4380
おのずと	自ずと	4322
おはなし	お話	3581
おはなし	お話し	4189
おひる	お昼	3595
おふ	オフ	4467
おふぃしゃる	オフィシャル	4356
おふぃす	オフィス	4011
おふろ	お風呂	4282
おぶじぇくと	オブジェクト	4145
おぷしょん	オプション	3831
おへや	お部屋	4264
おべんとう	お弁当	4420
おまち	お待ち	3511
おみせ	お店	3467
おみやげ	お土産	4332
おむかえ	お迎え	4481
おも	主	2959
おもい	思い	3948
おもい	想い	4278
おもいきり	思い切り	4098
おもいっきり	思いっきり	3586
おもいで	思い出	3974
おもうぞんぶん	思う存分	4097
おもて	表	4380
おもな	主な	3554
おもに	主に	2421
おや	親	3788
おやこ	親子	4214
おゆ	お湯	4442
おりじなる	オリジナル	3750
おりんぴっく	オリンピック	4306
おれい	お礼	4309
おれんじ	オレンジ	4294
おろか	愚か	4248
おわらい	お笑い	4436
おん	オン	4473
おんがく	音楽	3213
おんせい	音声	4216
おんせん	温泉	3821
おんだん	温暖	3788
おんど	温度	3895
おんな	女	3996
おんなのこ	女の子	3784
おんらいん	オンライン	3442
おんりー	オンリー	4332
おーけい	OK	3782
おーそどっくす	オーソドックス	4464
おーだ	オーダ	4487
おーだー	オーダー	4329
おーでぃお	オーディオ	4262
おーなー	オーナー	4215
おーばー	オーバー	4184
おーぷん	オープン	3589
かい	海	4102
かい	会	4193
かいいん	会員	3608
かいいんとうろく	会員登録	4451
かいか	開花	4449
かいかく	改革	4110
かいかん	快感	4376
かいが	絵画	4384
かいがい	海外	3533
かいがん	海岸	4463
かいきん	解禁	4486
かいぎ	会議	3638
かいぎょう	開業	4140
かいけい	会計	3941
かいけつ	解決	3301
かいけつさく	解決策	4478
かいけん	会見	4372
かいご	介護	3461
かいさい	開催	2978
かいさん	解散	4405
かいし	開始	3178
かいしゃ	会社	3150
かいしゃく	解釈	3999
かいしゅう	回収	3877
かいしゅう	改修	4338
かいしょう	解消	3893
かいじ	開示	3700
かいじょ	解除	3878
かいじょう	会場	3605
かいすう	回数	4061
かいせい	改正	3814
かいせき	解析	3940
かいせつ	解説	3157
かいせつ	開設	4104
かいぜん	改善	3182
かいぞう	改造	4219
かいたい	解体	4237
かいたく	開拓	4473
かいだん	階段	4147
かいちょう	会長	4187
かいてい	改定	4424
かいてき	快適	2622
かいてきさ	快適さ	4197
かいてきせい	快適性	4319
かいてん	回転	3761
かいとう	回答	3380
かいとう	解答	4497
かいとり	買取	3721
かいぬし	飼い主	4469
かいはつ	開発	2966
かいひ	回避	3925
かいふう	開封	4211
かいふく	回復	3540
かいほう	解放	3975
かいほう	開放	4135
かいまく	開幕	4374
かいむ	皆無	4036
かいもの	買い物	3881
かいやく	解約	4395
かいりょう	改良	4216
かいろ	回路	4416
かいわ	会話	3619
かうんせりんぐ	カウンセリング	4227
かうんたー	カウンター	4177
かうんと	カウント	4409
かおり	香り	3960
かかく	価格	3262
かがく	科学	3630
かがく	化学	3909
かき	下記	2726
かきふぉーむ	下記フォーム	4430
かきりんく	下記リンク	4376
かきん	課金	4243
かぎ	鍵	4072
かく	確	4087
かく	核	4468
かくご	覚悟	4234
かくさん	拡散	4428
かくしゅ	各種	3862
かくしん	革新	4170
かくしん	確信	4361
かくじ	各自	3717
かくじつ	確実	2838
かくせい	覚醒	4259
かくだい	拡大	3485
かくだん	格段	3896
かくち	各地	4164
かくちょう	拡張	4014
かくてい	確定	3781
かくとく	獲得	3487
かくど	角度	4236
かくにん	確認	2547
かくべつ	格別	4444
かくほ	確保	3499
かくめい	革命	4342
かくやす	格安	3778
かくりつ	確率	3988
かくりつ	確立	4129
かぐ	家具	4207
かげ	影	4276
かげき	過激	4116
かこ	過去	2266
かこう	加工	3501
かこく	過酷	3789
かさい	火災	4421
かさねて	重ねて	2978
かさん	加算	4375
かし	歌詞	4167
かし	可視	4377
かしょ	箇所	4168
かしら	頭	4290
かじ	家事	4215
かじゅある	カジュアル	3711
かじょう	過剰	3369
かすたまいず	カスタマイズ	4079
かすたむ	カスタム	4000
かず	数	4044
かずかず	数々	3261
かぜ	風	3597
かぜい	課税	4457
かそう	仮想	4187
かそく	加速	4057
かぞく	家族	3253
かた	方	3704
かた	形	3978
かた	肩	4105
かたがた	方々	3790
かたき	敵	4101
かたち	形	3886
かたほう	片方	3641
かたろぐ	カタログ	4383
かだい	課題	3297
かち	価値	3518
かちかん	価値観	4226
かっきてき	画期的	3962
かっしょく	褐色	4147
かっせい	活性	3946
かって	勝手	2991
かっと	カット	3593
かっぱつ	活発	3488
かっぷ	カップ	4133
かっぷる	カップル	4478
かつ	且つ	3636
かつ	活	4434
かつどう	活動	2854
かつやく	活躍	3306
かつよう	活用	3049
かてごり	カテゴリ	4092
かてごりー	カテゴリー	4276
かでん	家電	4411
かど	過度	3729
かどう	稼働	4224
かどう	可動	4499
かならずしも	必ずしも	3118
かにゅう	加入	3944
かね	金	4316
かねつ	加熱	4166
かのう	可能	1715
かのうせい	可能性	3036
かのじょ	彼女	4170
かばー	カバー	3770
かび	カビ	4446
かふぇ	カフェ	3754
かぶ	株	4449
かぶしき	株式	4227
かぶしきがいしゃ	株式会社	3350
かぶぬし	株主	4465
かべ	壁	3998
かみ	神	3779
かみ	髪	3890
かみ	紙	4352
かみさま	神様	4357
かめら	カメラ	3470
かもく	科目	4229
かよう	火曜	4197
かようび	火曜日	3758
からだ	体	3774
からだ	身体	3934
からー	カラー	3473
かりかり	カリカリ	4292
かりに	仮に	3213
かりょく	火力	4314
かれい	華麗	4050
かれし	彼氏	4401
かれん	可憐	4339
かれんだー	カレンダー	4386
かれー	カレー	4352
かろやか	軽やか	3778
かろりー	カロリー	4498
かわ	川	4266
かわ	皮	4281
かわいそう	可哀想	3947
かわり	代わり	4458
かん	感	4363
かん	缶	4388
かんかく	感覚	3691
かんがえ	考え	4218
かんがえかた	考え方	3926
かんきゃく	観客	4361
かんきょう	環境	3005
かんけい	関係	2812
かんけいしゃ	関係者	4173
かんけつ	簡潔	3893
かんけつ	完結	4363
かんげい	歓迎	3915
かんげん	還元	4319
かんこう	観光	3554
かんこうきゃく	観光客	4420
かんご	看護	3732
かんごし	看護師	4372
かんさ	監査	4242
かんさつ	観察	3852
かんし	監視	4040
かんして	関して	3766
かんしゃ	感謝	3445
かんしゅう	監修	4379
かんしょう	鑑賞	4183
かんしょう	干渉	4451
かんしん	関心	4110
かんじ	感じ	3283
かんじ	漢字	4191
かんじゃ	患者	3552
かんじょう	感情	3699
かんじん	肝心	3819
かんすう	関数	4234
かんせい	完成	3457
かんせつ	関節	4262
かんせん	感染	3515
かんせん	観戦	4425
かんぜん	完全	2356
かんそ	簡素	4099
かんそう	乾燥	3712
かんそう	感想	3715
かんそく	観測	4211
かんたん	簡単	2143
かんちがい	勘違い	4330
かんてい	鑑定	4224
かんてん	観点	4223
かんとく	監督	3417
かんどう	感動	3766
かんのう	堪能	4261
かんばい	完売	4319
かんばん	看板	4202
かんび	完備	4458
かんぺき	完璧	2987
かんよ	関与	4388
かんよう	寛容	4239
かんり	管理	2793
かんりしゃ	管理者	4406
かんりゃく	簡略	4488
かんりょう	完了	3537
かんれん	関連	3238
かんわ	緩和	4259
かー	カー	4106
かーと	カート	4456
かーど	カード	3257
がい	外	4238
がいかん	外観	4329
がいこく	外国	3829
がいしゅつ	外出	4260
がいてき	外的	4476
がいとう	該当	3640
がいど	ガイド	3782
がいどらいん	ガイドライン	4483
がいねん	概念	4205
がいぶ	外部	3953
がいへき	外壁	4473
がいよう	概要	4004
がくえん	学園	4301
がくしゅう	学習	3269
がくせい	学生	3381
がくねん	学年	4360
がくぶ	学部	4402
がす	ガス	3973
がぞう	画像	3163
がた	方	3820
がちがち	ガチガチ	4493
がっか	学科	4411
がっかい	学会	4264
がっき	楽器	4298
がっきょく	楽曲	4104
がっこう	学校	3258
がっぺい	合併	4352
がまん	我慢	4178
がみ	紙	4439
がめん	画面	3362
がらがら	ガラガラ	4424
がらす	ガラス	3988
がん	ガン	4195
がんがん	ガンガン	3659
がんこ	頑固	4225
がんじょう	頑丈	4076
がーど	ガード	4283
きおく	記憶	3581
きおん	気温	4138
きかく	企画	3419
きかく	規格	4204
きかんげんてい	期間限定	4451
きがる	気軽	2449
きぎょう	企業	2960
きぎょう	起業	4367
きけん	危険	2696
きけんせい	危険性	4474
きげん	期限	4047
きげんぜん	紀元前	4260
きこう	機構	4234
きこう	気候	4386
きこく	帰国	4311
きさい	記載	3297
きさく	気さく	4191
きし	騎士	4496
きしゃ	記者	4306
きしゅ	機種	4141
きしょう	希少	4022
きじ	記事	2925
きじ	生地	4040
きじゅつ	記述	4009
きじゅん	基準	3457
きす	キス	4312
きず	傷	3955
きずな	絆	4412
きせい	規制	3899
きせき	奇跡	3426
きせきてき	奇跡的	4456
きせつ	季節	3752
きそ	基礎	3797
きそく	規則	4051
きそん	既存	4257
きぞん	既存	4255
きたい	期待	3161
きたく	帰宅	4316
きち	基地	4429
きちょう	貴重	2941
きっちん	キッチン	4090
きっと	キット	4359
きつえん	喫煙	4318
きてい	規定	3281
きどう	起動	3706
きにゅう	記入	3940
きねん	記念	3471
きのう	機能	2795
きのう	昨日	3135
きのどく	気の毒	4385
きばん	基盤	4212
きふ	寄付	4133
きぶん	気分	3861
きほん	基本	2090
きほんてき	基本的	2552
きぼ	規模	3732
きぼう	希望	3190
きまって	決まって	3124
きまま	気まま	4368
きみょう	奇妙	3669
きめこまやか	きめ細やか	4488
きもち	気持ち	3100
きもの	着物	4465
きゃく	客	4088
きゃくほん	脚本	4428
きゃしゃ	華奢	4449
きゃすと	キャスト	4040
きゃっかん	客観	4353
きゃっしゅ	キャッシュ	4254
きゃっぷ	キャップ	4305
きゃら	キャラ	3555
きゃらくたー	キャラクター	3588
きゃりあ	キャリア	3548
きゃんせる	キャンセル	3746
きゃんぷ	キャンプ	4160
きゃんぺーん	キャンペーン	3704
きやく	規約	4168
きゅう	急	3034
きゅうか	休暇	3854
きゅうきょ	急遽	3581
きゅうきょく	究極	3463
きゅうぎょう	休業	4029
きゅうくつ	窮屈	4286
きゅうけい	休憩	4030
きゅうげき	急激	3673
きゅうしゅう	吸収	3990
きゅうしょく	給食	4218
きゅうじつ	休日	2860
きゅうじん	求人	3789
きゅうそく	急速	3486
きゅうな	急な	3710
きゅうふ	給付	4196
きゅうよ	給与	3769
きゅうりょう	給料	4285
きゅーと	キュート	3727
きょうい	脅威	4366
きょういく	教育	3172
きょういん	教員	4348
きょうえん	共演	4247
きょうか	強化	3419
きょうかい	協会	3967
きょうかい	教会	4331
きょうかい	境界	4466
きょうかしょ	教科書	4476
きょうかん	共感	4061
きょうきゅう	供給	3951
きょうぎ	競技	3880
きょうぎ	協議	4052
きょうこ	強固	3990
きょうごう	競合	4380
きょうざい	教材	4411
きょうし	教師	4259
きょうしつ	教室	3809
きょうしゅく	恐縮	3900
きょうじゅ	教授	4215
きょうじん	強靭	4270
きょうせい	矯正	3995
きょうせい	強制	4122
きょうそう	競争	3971
きょうだい	兄弟	4344
きょうだい	強大	4411
きょうちょう	強調	4108
きょうつう	共通	3691
きょうてい	協定	4396
きょうど	強度	4302
きょうどう	共同	3766
きょうふ	恐怖	4165
きょうみ	興味	3550
きょうゆう	共有	3411
きょうりょく	強力	3005
きょうりょく	協力	3352
きょうれつ	強烈	3575
きょか	許可	3670
きょく	曲	3756
きょくげん	極限	3943
きょくたん	極端	3467
きょじゅう	居住	4308
きょだい	巨大	3063
きょてん	拠点	3979
きょねん	去年	3184
きょひ	拒否	4161
きょよう	許容	4500
きょり	距離	3603
きよ	寄与	4359
きよう	器用	4123
きよらか	清らか	4466
きらい	嫌い	3483
きらく	気楽	3980
きれい	キレイ	3245
きれい	綺麗	3415
きろ	帰路	4455
きろく	記録	3365
きわめて	極めて	2984
きん	金	4140
きん	菌	4461
きんいつ	均一	3891
きんがく	金額	3791
きんきゅう	緊急	3054
きんし	禁止	3602
きんじつ	近日	4341
きんじょ	近所	4359
きんぞく	金属	4054
きんちょう	緊張	3847
きんとう	均等	4258
きんとれ	筋トレ	4472
きんにく	筋肉	4021
きんねん	近年	2949
きんむ	勤務	3515
きんゆう	金融	3748
きんよう	金曜	3946
きんようび	金曜日	3536
きんりん	近隣	4472
きー	キー	3851
きーぷ	キープ	4417
きーぼーど	キーボード	4429
きーわーど	キーワード	4156
ぎいん	議員	4256
ぎじゅつ	技術	3108
ぎたー	ギター	4008
ぎのう	技能	4415
ぎふと	ギフト	4087
ぎむ	義務	4143
ぎもん	疑問	2893
ぎゃく	逆	3745
ぎゃくてん	逆転	4387
ぎゃっぷ	ギャップ	4414
ぎゅうにゅう	牛乳	4427
ぎょうかい	業界	3520
ぎょうしゃ	業者	3702
ぎょうしゅ	業種	4482
ぎょうじ	行事	4291
ぎょうせい	行政	3852
ぎょうせき	業績	4450
ぎょうむ	業務	3078
ぎょうれつ	行列	4403
ぎりぎり	ギリギリ	3527
ぎろん	議論	3916
ぎんこう	銀行	3996
くいき	区域	4476
くいず	クイズ	4311
くう	空	4475
くうかん	空間	3648
くうき	空気	3798
くうこう	空港	4048
くえすと	クエスト	3986
くかん	区間	4467
くがつ	9月	2634
くがつ	九月	3134
くさ	草	4198
くし	駆使	4433
くすり	薬	4369
くせ	曲	4216
くそ	クソ	3843
くち	口	3985
くちこみ	口コミ	3432
くちこみ	クチコミ	4358
くっきー	クッキー	4260
くっしょん	クッション	4380
くつ	靴	4378
くつう	苦痛	3826
くどう	駆動	4459
くに	国	3552
くび	首	4093
くふう	工夫	3770
くぶん	区分	4230
くべつ	区別	4359
くみあい	組合	4111
くみあわせ	組み合わせ	4140
くらい	位	3990
くらいあんと	クライアント	4228
くらし	暮らし	4314
くらしっく	クラシック	3388
くらす	クラス	3703
くらふと	クラフト	4214
くらぶ	クラブ	3864
くりあ	クリア	3552
くりえいたー	クリエイター	4319
くりえいてぃぶ	クリエイティブ	4180
くりすます	クリスマス	3907
くりっく	クリック	3196
くりっぷ	クリップ	4436
くりにっく	クリニック	3873
くりーにんぐ	クリーニング	4318
くりーむ	クリーム	4204
くりーん	クリーン	3635
くるくる	クルクル	4308
くるま	車	3659
くるま	クルマ	4337
くれじっと	クレジット	4484
くれじっとかーど	クレジットカード	4298
くろ	黒	3825
くろう	苦労	4057
くろす	クロス	4203
くんれん	訓練	3880
くーぽん	クーポン	4305
くーる	クール	3415
ぐあい	具合	4466
ぐうぜん	偶然	3364
ぐたい	具体	3520
ぐたいてき	具体的	3689
ぐっず	グッズ	3947
ぐらぐら	グラグラ	4498
ぐらふ	グラフ	4375
ぐらふぃっく	グラフィック	4400
ぐらんど	グランド	4445
ぐりっぷ	グリップ	4473
ぐりーん	グリーン	4180
ぐる	グル	4445
ぐるぐる	グルグル	4254
ぐるめ	グルメ	4306
ぐるーぷ	グループ	3415
ぐれー	グレー	4419
ぐれーど	グレード	3941
ぐろ	グロ	4157
ぐろーばる	グローバル	4015
けあ	ケア	3539
けいえい	経営	3325
けいえいしゃ	経営者	4399
けいか	経過	3832
けいかい	軽快	3992
けいかい	警戒	4376
けいかく	計画	3250
けいけん	経験	2894
けいげん	軽減	3782
けいこ	稽古	4475
けいこう	傾向	3759
けいこく	警告	4267
けいさい	掲載	3209
けいさつ	警察	3896
けいさん	計算	3507
けいざい	経済	3608
けいしき	形式	3870
けいしょう	継承	4296
けいじばん	掲示板	4415
けいじょう	形状	4058
けいせい	形成	3790
けいそく	計測	4229
けいぞく	継続	3485
けいぞくてき	継続的	4279
けいたい	携帯	4085
けいば	競馬	4194
けいび	軽微	4248
けいび	警備	4362
けいやく	契約	3270
けいゆ	経由	4141
けいりょう	軽量	3162
けいりょうか	軽量化	4500
けいれき	経歴	4471
けが	怪我	4250
けさ	今朝	3902
けしき	景色	4080
けしょう	化粧	4341
けっかん	血管	4500
けっきょく	結局	2684
けっこう	結構	2288
けっこん	結婚	3383
けっこんしき	結婚式	4178
けっさい	決済	3847
けっさん	決算	4324
けっして	決して	2711
けっしょう	結晶	4403
けっしょう	決勝	4471
けっせい	結成	4430
けってい	決定	3326
けっていてき	決定的	3930
けつ	穴	4460
けつい	決意	4227
けつえき	血液	4423
けつごう	結合	4326
けつだん	決断	4272
けつろん	結論	4003
けねん	懸念	4295
けん	県	4071
けん	剣	4415
けんか	喧嘩	4460
けんがく	見学	3824
けんきゅう	研究	2922
けんきょ	謙虚	4099
けんげん	権限	4406
けんこう	健康	2329
けんこうしんだん	健康診断	4348
けんこうてき	健康的	3790
けんさ	検査	3400
けんさく	検索	3315
けんざい	健在	4152
けんしゅう	研修	3545
けんしゅつ	検出	4141
けんしょう	検証	3814
けんじつ	堅実	4258
けんせつ	建設	3686
けんぜん	健全	3557
けんち	検知	4479
けんちく	建築	3505
けんちょ	顕著	3758
けんてい	検定	4342
けんとう	検討	3300
けんない	県内	4241
けんめい	賢明	4244
けんめい	懸命	4250
けんり	権利	4008
けんろう	堅牢	4319
けーき	ケーキ	4122
けーす	ケース	3333
けーぶる	ケーブル	4103
げいじゅつ	芸術	3895
げいにん	芸人	4471
げいのう	芸能	4386
げか	外科	4295
げき	激	4476
げきじょう	劇場	4081
げきてき	劇的	3710
げきやす	激安	4161
げじゅん	下旬	3526
げすと	ゲスト	4101
げっと	ゲット	4229
げつよう	月曜	3914
げつようび	月曜日	3513
げん	元	4451
げんいん	原因	3422
げんえき	現役	4287
げんかい	限界	4178
げんかく	厳格	3847
げんかん	玄関	4297
げんき	元気	2742
げんきゅう	言及	4327
げんきん	現金	4307
げんご	言語	3896
げんさく	原作	4033
げんしょう	減少	3805
げんしょう	現象	3952
げんじつ	現実	3722
げんじゅう	厳重	3973
げんじょう	現状	2813
げんせい	厳正	4454
げんせん	厳選	4173
げんそう	幻想	4446
げんそく	原則	2984
げんだい	現代	3773
げんち	現地	3739
げんてい	限定	3245
げんに	現に	3714
げんば	現場	3537
